lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L045,DIL_B04_I01,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I01.json","content/restructuring-v1/docente/normatividad/por_confirmar/funcional/DIL_B04_I01.json",normatividad,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L027; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,DIL_B04_I02,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I02.json",,normatividad,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L027; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,DIL_B04_I03,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I03.json","content/restructuring-v1/docente/normatividad/orientador/funcional/DIL_B04_I03.json",normatividad,orientador,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L027; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,DIL_B04_I04,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I04.json","content/restructuring-v1/docente/normatividad/por_confirmar/funcional/DIL_B04_I04.json",normatividad,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L027; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,DIL_B04_I05,"content/items/stand-by/Responsabilidad legal escolar, riesgos y prohibición de tratos degradantes/DIL_B04_I05.json","content/restructuring-v1/docente/normatividad/por_confirmar/comportamental/DIL_B04_I05.json",normatividad,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L027; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,CB07_I01,"content/items/stand-by/Responsabilidad legal/CB07_I01.json","content/restructuring-v1/docente/normatividad/por_confirmar/funcional/CB07_I01.json",normatividad,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L026; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,CEOL_B02_I01,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I01.json","content/restructuring-v1/docente/competencias_ciudadanas/coordinador/comportamental/CEOL_B02_I01.json",competencias_ciudadanas,coordinador,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L013; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,CEOL_B02_I02,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I02.json",,competencias_ciudadanas,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L013; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,CEOL_B02_I03,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I03.json",,normatividad,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L013; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,CEOL_B02_I04,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I04.json","content/restructuring-v1/docente/normatividad/coordinador/funcional/CEOL_B02_I04.json",normatividad,coordinador,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L013; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,CEOL_B02_I05,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I05.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CEOL_B02_I05.json",competencias_ciudadanas,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L013; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,CEOL_B02_I06,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I06.json","content/restructuring-v1/docente/gestion/coordinador/funcional/CEOL_B02_I06.json",gestion,coordinador,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L013; se conserva la trazabilidad previa y no se reprocesa en L045.",false
L045,CEOL_B02_I07,"content/items/stand-by/Enfoque de derechos, debido proceso y justicia restaurativa/CEOL_B02_I07.json","content/restructuring-v1/docente/normatividad/coordinador/funcional/CEOL_B02_I07.json",normatividad,coordinador,funcional,LISTO_PARA_PILOTAJE,"El caso exige una actuación institucional observable con escucha, contradicción, proporcionalidad y reparación, pero la clave sigue demasiado visible frente a distractores extremos y moralmente débiles.",true
