lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L042,DIL_B06_I01,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I01.json","content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I01.json",competencias_ciudadanas,preescolar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L024; se conserva la trazabilidad previa y no se reprocesa en L042.",false
L042,DIL_B06_I02,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I02.json","content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I02.json",competencias_ciudadanas,preescolar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L024; se conserva la trazabilidad previa y no se reprocesa en L042.",false
L042,DIL_B06_I03,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I03.json","content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I03.json",competencias_ciudadanas,preescolar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L024; se conserva la trazabilidad previa y no se reprocesa en L042.",false
L042,DIL_B06_I04,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I04.json","content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I04.json",competencias_ciudadanas,preescolar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L024; se conserva la trazabilidad previa y no se reprocesa en L042.",false
L042,DIL_B05_I01,"content/items/stand-by/Menor infractor, edad penal y rutas de protección/DIL_B05_I01.json","content/restructuring-v1/docente/normatividad/orientador/funcional/DIL_B05_I01.json",normatividad,orientador,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L022; se conserva la trazabilidad previa y no se reprocesa en L042.",false
L042,DIL_B05_I02,"content/items/stand-by/Menor infractor, edad penal y rutas de protección/DIL_B05_I02.json","content/restructuring-v1/docente/normatividad/orientador/funcional/DIL_B05_I02.json",normatividad,orientador,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L022; se conserva la trazabilidad previa y no se reprocesa en L042.",false
L042,DIL_B05_I03,"content/items/stand-by/Menor infractor, edad penal y rutas de protección/DIL_B05_I03.json","content/restructuring-v1/docente/normatividad/orientador/funcional/DIL_B05_I03.json",normatividad,orientador,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L022; se conserva la trazabilidad previa y no se reprocesa en L042.",false
L042,DIL_B02_I01,"content/items/stand-by/PARD y restablecimiento de derechos/DIL_B02_I01.json",,normatividad,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L023; se conserva la trazabilidad previa y no se reprocesa en L042.",false
L042,DIL_B02_I02,"content/items/stand-by/PARD y restablecimiento de derechos/DIL_B02_I02.json","content/restructuring-v1/docente/normatividad/por_confirmar/funcional/DIL_B02_I02.json",normatividad,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L023; se conserva la trazabilidad previa y no se reprocesa en L042.",false
L042,DIL_B02_I05,"content/items/stand-by/PARD y restablecimiento de derechos/DIL_B02_I05.json",,normatividad,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L023; se conserva la trazabilidad previa y no se reprocesa en L042.",false
L042,DIL_B02_I06,"content/items/stand-by/PARD y restablecimiento de derechos/DIL_B02_I06.json","content/restructuring-v1/docente/normatividad/por_confirmar/funcional/DIL_B02_I06.json",normatividad,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L023; se conserva la trazabilidad previa y no se reprocesa en L042.",false
