lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L029,IDD_B15_I01,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I01.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B15_I01.json",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L008; se conserva la trazabilidad previa y no se reprocesa en L029.",false
L029,IDD_B15_I02,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B15_I02.json",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L008; se conserva la trazabilidad previa y no se reprocesa en L029.",false
L029,IDD_B15_I03,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B15_I03.json",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L008; se conserva la trazabilidad previa y no se reprocesa en L029.",false
L029,IDD_B15_I04,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I04.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B15_I04.json",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L008; se conserva la trazabilidad previa y no se reprocesa en L029.",false
L029,IDD_B15_I06,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I06.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B15_I06.json",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L008; se conserva la trazabilidad previa y no se reprocesa en L029.",false
L029,CEOL_B06_I01,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I01.json",,pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L015; se conserva la trazabilidad previa y no se reprocesa en L029.",false
L029,CEOL_B06_I02,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I02.json",,pedagogia,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L015; se conserva la trazabilidad previa y no se reprocesa en L029.",false
L029,CEOL_B06_I03,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B06_I03.json",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L015; se conserva la trazabilidad previa y no se reprocesa en L029.",false
L029,CEOL_B06_I04,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I04.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B06_I04.json",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L015; se conserva la trazabilidad previa y no se reprocesa en L029.",false
L029,DIL_B01_I01,"content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I01.json",,normatividad,por_confirmar,basica,DESCARTAR,"Nombra de forma directa el principio a recordar y convierte el caso en un pretexto definicional con distractores poco competidores.",false
L029,DIL_B01_I02,"content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I02.json",,normatividad,por_confirmar,basica,DESCARTAR,"Pregunta memorística sobre la triada familia-sociedad-Estado; no exige decisión profesional observable y su discriminación esperada es baja.",false
L029,DIL_B01_I03,"content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I03.json","content/restructuring-v1/docente/normatividad/por_confirmar/funcional/DIL_B01_I03.json",normatividad,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Es el mejor ítem del tramo nuevo porque exige actuación escolar situada ante posible vulneración de derechos, pero la clave sigue siendo demasiado visible frente a distractores débiles.",true
L029,DIL_B01_I04,"content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I04.json",,normatividad,por_confirmar,basica,DESCARTAR,"Se reduce a definir qué significa ser sujeto de derechos; el contexto es decorativo y la tarea no obliga a una actuación institucional concreta.",false
L029,DIL_B01_I05,"content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I05.json",,normatividad,por_confirmar,basica,DESCARTAR,"Duplica la lógica memorística de DIL_B01_I02 y solo pide identificar los corresponsables sin añadir evidencia observable ni mejor valor de banco.",false
