lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L046,CEOL_B01_I01,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I01.json","",normatividad,coordinador,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L028; no se reprocesa en L046.",false
L046,CEOL_B01_I02,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I02.json","",normatividad,coordinador,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L028; no se reprocesa en L046.",false
L046,CEOL_B01_I03,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I03.json","",normatividad,coordinador,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L028; no se reprocesa en L046.",false
L046,CEOL_B01_I04,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I04.json","",normatividad,coordinador,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L028; no se reprocesa en L046.",false
L046,CEOL_B01_I05,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I05.json","content/restructuring-v1/docente/normatividad/coordinador/funcional/CEOL_B01_I05.json",normatividad,coordinador,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L028; no se reprocesa en L046.",false
L046,CEOL_B01_I06,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I06.json","content/restructuring-v1/docente/normatividad/coordinador/funcional/CEOL_B01_I06.json",normatividad,coordinador,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L028; no se reprocesa en L046.",false
L046,CB05_I01,"content/items/stand-by/Comunicación asertiva/CB05_I01.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CB05_I01.json",competencias_ciudadanas,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L030; no se reprocesa en L046.",false
L046,CB05_I02,"content/items/stand-by/Comunicación asertiva/CB05_I02.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CB05_I02.json",competencias_ciudadanas,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L001; no se reprocesa en L046.",false
L046,CB05_I03,"content/items/stand-by/Comunicación asertiva/CB05_I03.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CB05_I03.json",competencias_ciudadanas,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L030; no se reprocesa en L046.",false
L046,IDD_B01_I01,"content/items/stand-by/Sesgos culturales, lenguaje inclusivo y discriminación cotidiana/IDD_B01_I01.json","",competencias_ciudadanas,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L027; no se reprocesa en L046.",false
L046,IDD_B01_I02,"content/items/stand-by/Sesgos culturales, lenguaje inclusivo y discriminación cotidiana/IDD_B01_I02.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/IDD_B01_I02.json",competencias_ciudadanas,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L027; no se reprocesa en L046.",false
L046,IDD_B01_I03,"content/items/stand-by/Sesgos culturales, lenguaje inclusivo y discriminación cotidiana/IDD_B01_I03.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/IDD_B01_I03.json",competencias_ciudadanas,por_confirmar,comportamental,LISTO_PARA_PILOTAJE,"Se remedia hacia mediacion docente observable frente a lenguaje estigmatizante; queda en pilotaje por sensibilidad del tema y necesidad de validar competitividad de distractores.",true
