batch_id,processed_at,legacy_id,legacy_path,legacy_blob_sha,factory_agent,factory_decision,audit_agent,audit_decision,v4_item_id,v4_item_path,status,notes
DOC-CONTENT-MD-20260822-001,2026-08-22,gestion-gestion-academica-001,content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-gestion-academica-001.md,869b0ca46d88eed48fe2852728ed8192fb803359,GPT-5.6 Sol,PRODUCE,GPT-5.6 Sol,APPROVED,DOC-001100,content/question-bank-v4/items/docentes/DOC-001100.json,processed_serialized,"Frontmatter item-doc-018; regenerado desde cero. La evidencia evaluativa se usa para reorientar la enseñanza; fuente oficial vigente verificada y auditor V4 APPROVED."
DOC-CONTENT-MD-20260822-001,2026-08-22,gestion-gestion-academica-002,content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-gestion-academica-002.md,01a840d9ac38fda116210a2e8ddf321f829e5e09,GPT-5.6 Sol,DISCARD,GPT-5.6 Sol,NOT_APPLICABLE,,,processed_discarded,"Frontmatter item-doc-020; se descarta por sobreafirmar comparabilidad o uniformidad de instrumentos entre proyectos y depender de decisiones del SIEE local y del rol de coordinacion."
DOC-CONTENT-MD-20260822-001,2026-08-22,gestion-planeacion-institucional-001,content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-planeacion-institucional-001.md,d9246ad4a170b233ebe60b6b852019ecf2546368,GPT-5.6 Sol,DISCARD,GPT-5.6 Sol,NOT_APPLICABLE,,,processed_discarded,"Frontmatter item-doc-019; señal de gestion directiva especifica de coordinador sin OPEC identificada y con constructo generico de cronograma y gestion de proyectos."
DOC-CONTENT-MD-20260822-001,2026-08-22,gestion-seguimiento-mejora-001,content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-seguimiento-mejora-001.md,b58edd7de9202b7d22818432834dd4aa5da92d64,GPT-5.6 Sol,DISCARD,GPT-5.6 Sol,NOT_APPLICABLE,,,processed_discarded,"Frontmatter item-doc-016; constructo subsumido por DOC-001100; version legacy declarativa y de baja demanda sobre uso de resultados Saber."
DOC-CONTENT-MD-20260822-001,2026-08-22,gestion-seguimiento-mejora-002,content/items/no-beta-v1/banco-operacional-previo/gestion/gestion-seguimiento-mejora-002.md,f7da03b11c095dfd896188204943aebe9fe16561,GPT-5.6 Sol,DISCARD,GPT-5.6 Sol,NOT_APPLICABLE,,,processed_discarded,"Frontmatter item-doc-017; especifico de coordinador y centrado en una herramienta de tablero de control, sin constructo educativo V4 diferencial."
DOC-CONTENT-MD-20260822-001,2026-08-22,ciudadanas-participacion-001,content/items/no-beta-v1/banco-operacional-previo/competencias_ciudadanas/ciudadanas-participacion-001.md,e02d2acf8ad930abea722525091a1f9a588e5d94,GPT-5.6 Sol,DISCARD,GPT-5.6 Sol,NOT_APPLICABLE,,,processed_discarded,"Frontmatter item-doc-026; planteamiento generico y de baja demanda, solapado con participacion estudiantil autentica ya cubierta en V4."
DOC-CONTENT-MD-20260822-001,2026-08-22,ciudadanas-participacion-002,content/items/no-beta-v1/banco-operacional-previo/competencias_ciudadanas/ciudadanas-participacion-002.md,f2f412974393f7cae3ab0c1b188ec6873c980c34,GPT-5.6 Sol,DISCARD,GPT-5.6 Sol,NOT_APPLICABLE,,,processed_discarded,"Frontmatter item-doc-027; respuesta obvia centrada en PRAE o proyecto ambiental y sin constructo ciudadano diferencial para V4."
DOC-CONTENT-MD-20260822-001,2026-08-22,ciudadanas-pluralidad-diversidad-001,content/items/no-beta-v1/banco-operacional-previo/competencias_ciudadanas/ciudadanas-pluralidad-diversidad-001.md,3bfae5c778aecca6a0ea74b8d8fe29a6e2f4a155,GPT-5.6 Sol,DISCARD,GPT-5.6 Sol,NOT_APPLICABLE,,,processed_discarded,"Frontmatter item-doc-030; desalineacion entre etiqueta pluralidad-diversidad y tarea real de reconocer alineacion con documentos normativos; baja demanda."
DOC-CONTENT-MD-20260822-001,2026-08-22,ciudadanas-responsabilidad-democratica-001,content/items/no-beta-v1/banco-operacional-previo/competencias_ciudadanas/ciudadanas-responsabilidad-democratica-001.md,fee760f5a96957ce625162764a9cdb53a76cb77d,GPT-5.6 Sol,PRODUCE,GPT-5.6 Sol,APPROVED,DOC-001101,content/question-bank-v4/items/docentes/DOC-001101.json,processed_serialized,"Frontmatter item-doc-028; regenerado desde cero como decision pedagogica sobre participacion democratica autentica aplicada a un problema comunitario; auditor V4 APPROVED."
DOC-CONTENT-MD-20260822-001,2026-08-22,ciudadanas-responsabilidad-democratica-002,content/items/no-beta-v1/banco-operacional-previo/competencias_ciudadanas/ciudadanas-responsabilidad-democratica-002.md,d683f9cb92a287dae1f8767cbdef50abf377fff3,GPT-5.6 Sol,DISCARD,GPT-5.6 Sol,NOT_APPLICABLE,,,processed_discarded,"Frontmatter item-doc-029; reconocimiento documental de politicas publicas, duplicado y mas debil que la señal item-doc-028."
