lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L015,IDD_B13_I02,"content/items/stand-by/Evaluación colaborativa, coevaluación y metacognición/IDD_B13_I02.json","content/restructuring-v1/docente/pedagogia/basica_primaria/funcional/IDD_B13_I02.json",pedagogia,basica_primaria,funcional,LISTO_PARA_PILOTAJE,"La decisión pedagógica existe, pero la clave resulta demasiado visible frente a distractores débiles y poco plausibles.",true
L015,IDD_B13_I03,"content/items/stand-by/Evaluación colaborativa, coevaluación y metacognición/IDD_B13_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B13_I03.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Coevaluación bien situada, con decisión docente real y errores alternativos plausibles.",true
L015,EFCC_B06_I01,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I01.json","content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I01.json",pedagogia,preescolar,funcional,LISTO_PARA_BANCO,"Caso real de comisión y promoción en preescolar; no confunde evaluación cualitativa con ausencia de criterios.",true
L015,EFCC_B06_I02,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I02.json","content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I02.json",pedagogia,preescolar,funcional,LISTO_PARA_BANCO,"Buen juicio institucional sobre informes cualitativos y rechazo de ranking numérico en preescolar.",true
L015,EFCC_B06_I03,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I03.json","content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I03.json",pedagogia,preescolar,funcional,LISTO_PARA_BANCO,"Mide evaluación formativa como seguimiento continuo y ajuste de la mediación con evidencia observable.",true
L015,EFCC_B06_I04,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I04.json",,pedagogia,basica_primaria,funcional,DESCARTAR,"Se reduce a nombrar autoevaluación, coevaluación y heteroevaluación; el contexto es decorativo y la decisión pedagógica es mínima.",true
L015,EFCC_B06_I05,"content/items/stand-by/Evaluación cualitativa, formativa y participativa/EFCC_B06_I05.json","content/restructuring-v1/docente/pedagogia/preescolar/funcional/EFCC_B06_I05.json",pedagogia,preescolar,funcional,LISTO_PARA_BANCO,"Buena decisión metodológica para coevaluación y autoevaluación en transición acorde con desarrollo infantil.",true
L015,CEOL_B06_I01,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I01.json",,pedagogia,por_confirmar,funcional,DESCARTAR,"Pregunta definicional sobre rasgo general de evaluación formativa; no exige resolución pedagógica situada.",true
L015,CEOL_B06_I02,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I02.json",,pedagogia,por_confirmar,basica,DESCARTAR,"Pregunta el objetivo general de evaluar por competencias; es conceptual y se aleja del foco del lote en uso de evidencia para mejorar.",true
L015,CEOL_B06_I03,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B06_I03.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Buen caso de mejora continua con análisis del error, ajuste didáctico y nueva evidencia.",false
L015,CEOL_B06_I04,"content/items/stand-by/Evaluación formativa, mejora continua y lenguaje evaluativo/CEOL_B06_I04.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B06_I04.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Lenguaje evaluativo tratado como práctica profesional basada en evidencia y apoyos, no en etiquetas.",false
