lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L008,EIP_B01_I01,"content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I01.json",,pedagogia,por_confirmar,funcional,DESCARTAR,"Normatividad trivial; la clave depende del recuerdo textual del artículo 14 y no mide decisión ni comprensión curricular real.",true
L008,EIP_B01_I02,"content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/EIP_B01_I02.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Mide comprensión aplicada de transversalidad curricular y evita memoria normativa literal.",true
L008,EIP_B01_I03,"content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/EIP_B01_I03.json",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Comprensión válida, pero distractores muy débiles y discriminación esperada baja.",true
L008,EIP_B01_I04,"content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I04.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/EIP_B01_I04.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Mide decisión curricular institucional sobre educación sexual como proceso transversal.",true
L008,EIP_B01_I05,"content/items/stand-by/Currículo obligatorio y proyectos pedagógicos transversales/EIP_B01_I05.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/EIP_B01_I05.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Evalúa comprensión del sentido formativo de ciudadanía más allá de la memorización normativa.",true
L008,CB13_I01,"content/items/stand-by/Currículo vs plan vs malla/CB13_I01.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/CB13_I01.json",pedagogia,por_confirmar,basica,LISTO_PARA_BANCO,"Diferenciación conceptual defendible y útil como soporte curricular básico.",true
L008,CB13_I02,"content/items/stand-by/Currículo vs plan vs malla/CB13_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CB13_I02.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"La tarea real es seleccionar el instrumento correcto para resolver un problema de progresión de aprendizajes.",true
L008,CB13_I03,"content/items/stand-by/Currículo vs plan vs malla/CB13_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/CB13_I03.json",pedagogia,por_confirmar,basica,LISTO_PARA_PILOTAJE,"Comprensión real pero demasiado fácil; distractores administrativos poco plausibles.",true
L008,IDD_B15_I01,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I01.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B15_I01.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Buen juicio curricular sobre inclusión; no depende de memoria textual del decreto.",true
L008,IDD_B15_I02,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B15_I02.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Caso aplicado y defendible para distinguir currículo oculto en interacción de aula.",true
L008,IDD_B15_I03,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B15_I03.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Mide comprensión aplicada de currículo nulo mediante omisión de procesos clave.",true
L008,IDD_B15_I04,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I04.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B15_I04.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Ítem institucional con decisión curricular clara sobre Jornada Única y formación integral.",true
L008,IDD_B15_I06,"content/items/stand-by/Currículo oficial, oculto, nulo, PEI y DUR 1075/IDD_B15_I06.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B15_I06.json",pedagogia,por_confirmar,funcional,LISTO_PARA_BANCO,"Resuelve una tensión real entre PEI, convivencia y currículo con buena exigencia de coherencia institucional.",true
