lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
"L030","DIL_B08_I01","content/items/stand-by/Aptitud numérica: porcentajes y proporcionalidad/DIL_B08_I01.json","","matematicas","por_confirmar","basica","DESCARTAR","El archivo figura en el árbol del repo, pero no fue recuperable por GitHub para validar contenido, clave y utilidad psicométrica; no es defendible dejarlo operativo.","true"
"L030","DIL_B08_I02","content/items/stand-by/Aptitud numérica: porcentajes y proporcionalidad/DIL_B08_I02.json","","matematicas","por_confirmar","basica","DESCARTAR","El archivo figura en el árbol del repo, pero no fue recuperable por GitHub para validar contenido, clave y utilidad psicométrica; no es defendible dejarlo operativo.","true"
"L030","DIL_B08_I03","content/items/stand-by/Aptitud numérica: porcentajes y proporcionalidad/DIL_B08_I03.json","","matematicas","por_confirmar","basica","DESCARTAR","El archivo figura en el árbol del repo, pero no fue recuperable por GitHub para validar contenido, clave y utilidad psicométrica; no es defendible dejarlo operativo.","true"
"L030","IDD_B17_I01","content/items/stand-by/Aptitud verbal y organización textual/IDD_B17_I01.json","","lectura_critica","por_confirmar","basica","DESCARTAR","Evalúa ordenamiento secuencial mecánico de un texto histórico y no lectura crítica relevante para perfil docente.","false"
"L030","IDD_B17_I02","content/items/stand-by/Aptitud verbal y organización textual/IDD_B17_I02.json","","lectura_critica","por_confirmar","basica","DESCARTAR","Se resuelve por progresión narrativa demasiado transparente y mide habilidad textual trivial sin valor suficiente para prueba docente.","false"
"L030","IDD_B17_I03","content/items/stand-by/Aptitud verbal y organización textual/IDD_B17_I03.json","","lectura_critica","por_confirmar","basica","DESCARTAR","Convierte la tarea en ordenamiento procedimental evidente sobre escritura; el valor discriminativo es bajo y no aporta al perfil docente.","false"
"L030","IDD_B17_I04","content/items/stand-by/Aptitud verbal y organización textual/IDD_B17_I04.json","","lectura_critica","por_confirmar","basica","DESCARTAR","La clave depende de marcadores discursivos muy visibles y la tarea queda por debajo de una lectura crítica sustantiva.","false"
"L030","IDD_B17_I05","content/items/stand-by/Aptitud verbal y organización textual/IDD_B17_I05.json","","lectura_critica","por_confirmar","basica","DESCARTAR","Aunque tiene una variación temporal, sigue siendo un ejercicio de ordenamiento demasiado mecánico y de baja relevancia para selección docente.","false"
"L030","CB05_I01","content/items/stand-by/Comunicación asertiva/CB05_I01.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CB05_I01.json","competencias_ciudadanas","por_confirmar","comportamental","LISTO_PARA_BANCO","Plantea un conflicto laboral plausible y exige una decisión de mediación asertiva situada, con utilidad real para rol docente o directivo.","false"
"L030","CB05_I02","content/items/stand-by/Comunicación asertiva/CB05_I02.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CB05_I02.json","competencias_ciudadanas","por_confirmar","comportamental","OMITIDO_POR_AUDITORIA_PREVIA","Ya fue auditado en L001; no se reprocesa.","false"
"L030","CB05_I03","content/items/stand-by/Comunicación asertiva/CB05_I03.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CB05_I03.json","competencias_ciudadanas","por_confirmar","comportamental","LISTO_PARA_PILOTAJE","Tiene situación restaurativa pertinente, pero la clave se vuelve bastante visible frente a distractores más punitivos que competidores.","false"
