lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L014,CEOL_B08_I01,"content/items/stand-by/Enseñar, formar, motivación didáctica y competencias socioemocionales/CEOL_B08_I01.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: evalua una decision de aula observable sobre andamiaje, motivacion y manejo del error.",true
L014,CEOL_B08_I02,"content/items/stand-by/Enseñar, formar, motivación didáctica y competencias socioemocionales/CEOL_B08_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/",pedagogia,por_confirmar,basica,DESCARTAR,"Pregunta definicion de enseñar por competencias; no hay accion docente fina ni comparacion exigente.",false
L014,CEOL_B08_I03,"content/items/stand-by/Enseñar, formar, motivación didáctica y competencias socioemocionales/CEOL_B08_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/",pedagogia,por_confirmar,basica,DESCARTAR,"Lugar comun sobre formacion integral con distractores moralmente demasiado visibles.",false
L014,CEOL_B08_I04,"content/items/stand-by/Enseñar, formar, motivación didáctica y competencias socioemocionales/CEOL_B08_I04.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: la pregunta del estudiante permite evaluar una respuesta didactica funcional.",true
L014,CEOL_B08_I05,"content/items/stand-by/Enseñar, formar, motivación didáctica y competencias socioemocionales/CEOL_B08_I05.json","content/restructuring-v1/docente/normatividad/por_confirmar/basica/",normatividad,por_confirmar,basica,DESCARTAR,"Depende de clasificacion normativa plana sobre competencias comportamentales; sin decision docente observable.",false
L014,IDD_B11_I01,"content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I01.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: usa un error frecuente para exigir mediacion pedagogica observable.",true
L014,IDD_B11_I02,"content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,DESCARTAR,"Aunque aplicado, sigue apoyandose en una explicacion cientifica demasiado dirigida y distractores previsibles.",false
L014,IDD_B11_I03,"content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: el conflicto cognitivo se traduce en contraste empirico claro.",true
L014,IDD_B11_I04,"content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I04.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: puede evaluar uso formativo de errores colectivos para rediseñar la enseñanza.",true
L014,MTV_B23_I01,"content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/MTV_B23_I01.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: la secuencia experimental sostiene cambio conceptual observable.",true
L014,NFL_B04_I01,"content/items/stand-by/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I01.json","content/restructuring-v1/docente/normatividad/por_confirmar/basica/",normatividad,por_confirmar,basica,DESCARTAR,"La clave depende de memoria normativa sobre areas obligatorias y continuidad de la basica; el contexto no cambia la naturaleza plana del recuerdo.",false
L014,NFL_B04_I02,"content/items/stand-by/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I02.json","content/restructuring-v1/docente/normatividad/por_confirmar/funcional/",normatividad,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: convierte la estructura del sistema en juicio curricular institucional sobre educacion media.",true
L014,NFL_B04_I03,"content/items/stand-by/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I03.json","content/restructuring-v1/docente/normatividad/por_confirmar/funcional/",normatividad,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: exige valorar una asignacion de personal plausible y no solo citar la norma.",true
L014,NFL_B04_I04,"content/items/stand-by/Estructura del sistema educativo - educación básica, secundaria y media/NFL_B04_I04.json","content/restructuring-v1/docente/normatividad/por_confirmar/basica/",normatividad,por_confirmar,basica,DESCARTAR,"Pregunta memoria normativa casi directa sobre objetivos comunes y formacion ciudadana transversal.",false
