lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L034,CB05_I01,"content/items/stand-by/Comunicación asertiva/CB05_I01.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CB05_I01.json",competencias_ciudadanas,por_confirmar,comportamental,LISTO_PARA_PILOTAJE,"Escenario util de comunicacion profesional observable, pero conviene pilotear por ambiguedad de perfil objetivo y por la fuerza todavia desigual de los distractores.",true
L034,CB05_I02,"content/items/stand-by/Comunicación asertiva/CB05_I02.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CB05_I02.json",competencias_ciudadanas,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L001; no se reprocesa en L034.",false
L034,CB05_I03,"content/items/stand-by/Comunicación asertiva/CB05_I03.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CB05_I03.json",competencias_ciudadanas,por_confirmar,comportamental,LISTO_PARA_PILOTAJE,"La mediacion restaurativa es defendible y no cae en moralismo, pero requiere pilotaje por perfil aun transversal y distractores que todavia deben probar discriminacion.",true
L034,MTV_B08_I06,"content/items/stand-by/Habilidades blandas y duras/MTV_B08_I06.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/MTV_B08_I06.json",competencias_ciudadanas,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L018; no se reprocesa en L034.",false
L034,MTV_B08_I07,"content/items/stand-by/Habilidades blandas y duras/MTV_B08_I07.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/MTV_B08_I07.json",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L018; no se reprocesa en L034.",false
L034,MTV_B08_I08,"content/items/stand-by/Habilidades blandas y duras/MTV_B08_I08.json","content/restructuring-v1/docente/gestion/por_confirmar/comportamental/MTV_B08_I08.json",gestion,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L018; no se reprocesa en L034.",false
L034,MTV_B08_I09,"content/items/stand-by/Habilidades blandas y duras/MTV_B08_I09.json","content/restructuring-v1/docente/pedagogia/por_confirmar/comportamental/MTV_B08_I09.json",pedagogia,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L018; no se reprocesa en L034.",false
L034,MTV_B08_I13,"content/items/stand-by/Habilidades blandas y duras/MTV_B08_I13.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/MTV_B08_I13.json",competencias_ciudadanas,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L018; no se reprocesa en L034.",false
L034,CEOL_B09_I01,"content/items/stand-by/Gestión de aula, lectura, creatividad y honestidad académica/CEOL_B09_I01.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/CEOL_B09_I01.json",competencias_ciudadanas,por_confirmar,comportamental,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L017; no se reprocesa en L034.",false
L034,CEOL_B09_I02,"content/items/stand-by/Gestión de aula, lectura, creatividad y honestidad académica/CEOL_B09_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B09_I02.json",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ya auditado en L017; no se reprocesa en L034.",false
L034,CEOL_B09_I03,"content/items/stand-by/Gestión de aula, lectura, creatividad y honestidad académica/CEOL_B09_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B09_I03.json",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Se recupero como decision didactica sobre lectura critica y autoria, pero requiere pilotaje porque la opcion correcta sigue siendo fuerte frente a distractores aun imperfectos.",true
L034,CEOL_B09_I04,"content/items/stand-by/Gestión de aula, lectura, creatividad y honestidad académica/CEOL_B09_I04.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B09_I04.json",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"La remediacion evita el moralismo y centra la respuesta en evidencia de aprendizaje, pero conviene pilotear por confirmacion de perfil y calibracion de distractores.",true
