lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L053,DIL_B07_I01,"content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I01.json",,competencias_ciudadanas,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L022 con decisión DESCARTAR; no se reprocesa.",false
L053,DIL_B07_I02,"content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I02.json",content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/funcional/DIL_B07_I02.json,competencias_ciudadanas,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L022 con decisión LISTO_PARA_PILOTAJE; no se reprocesa.",false
L053,DIL_B07_I03,"content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I03.json",,competencias_ciudadanas,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L022 con decisión DESCARTAR; no se reprocesa.",false
L053,DIL_B07_I04,"content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I04.json",,competencias_ciudadanas,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L022 con decisión DESCARTAR; no se reprocesa.",false
L053,DIL_B06_I01,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I01.json",content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I01.json,competencias_ciudadanas,preescolar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L024 y registrado como omitido en L042; no se reprocesa.",false
L053,DIL_B06_I02,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I02.json",content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I02.json,competencias_ciudadanas,preescolar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L024 y registrado como omitido en L042; no se reprocesa.",false
L053,DIL_B06_I03,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I03.json",content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I03.json,competencias_ciudadanas,preescolar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L024 y registrado como omitido en L042; no se reprocesa.",false
L053,DIL_B06_I04,"content/items/stand-by/Participación infantil, agencia y Convención sobre los Derechos del Niño/DIL_B06_I04.json",content/restructuring-v1/docente/competencias_ciudadanas/preescolar/funcional/DIL_B06_I04.json,competencias_ciudadanas,preescolar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L024 y registrado como omitido en L042; no se reprocesa.",false
L053,DIL_B01_I01,"content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I01.json",,normatividad,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L029 con decisión DESCARTAR; no se reprocesa.",false
L053,DIL_B01_I02,"content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I02.json",,normatividad,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L029 con decisión DESCARTAR; no se reprocesa.",false
L053,DIL_B01_I03,"content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I03.json",content/restructuring-v1/docente/normatividad/por_confirmar/funcional/DIL_B01_I03.json,normatividad,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L029 con decisión LISTO_PARA_PILOTAJE; no se reprocesa.",false
L053,DIL_B01_I04,"content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I04.json",,normatividad,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L029 con decisión DESCARTAR; no se reprocesa.",false
L053,DIL_B01_I05,"content/items/stand-by/Corresponsabilidad, protección integral y sujetos de derechos/DIL_B01_I05.json",,normatividad,por_confirmar,basica,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L029 con decisión DESCARTAR; no se reprocesa.",false
