lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L033,IDD_B11_I01,"content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I01.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L014; se conserva la trazabilidad previa y no se reprocesa en L033.",false
L033,IDD_B11_I02,"content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L014; se conserva la trazabilidad previa y no se reprocesa en L033.",false
L033,IDD_B11_I03,"content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L014; se conserva la trazabilidad previa y no se reprocesa en L033.",false
L033,IDD_B11_I04,"content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/IDD_B11_I04.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L014; se conserva la trazabilidad previa y no se reprocesa en L033.",false
L033,MTV_B23_I01,"content/items/stand-by/Error, conflicto cognitivo y reestructuración de esquemas/MTV_B23_I01.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,OMITIDO_POR_AUDITORIA_PREVIA,"Ítem ya auditado en L014; se conserva la trazabilidad previa y no se reprocesa en L033.",false
L033,MTV_B22_I01,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I01.json",,pedagogia,por_confirmar,basica,DESCARTAR,"Aunque contextualiza, la tarea real es reconocer una definición central de Ausubel; no exige decisión pedagógica observable.",false
L033,MTV_B22_I02,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/MTV_B22_I02.json",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Usa saberes previos en una decisión didáctica defendible, pero la clave depende todavía de nomenclatura teórica y distractores desbalanceados.",true
L033,MTV_B22_I03,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I03.json",,pedagogia,por_confirmar,basica,DESCARTAR,"La pregunta obliga a clasificar el desempeño con jerga teórica de Ausubel más que a decidir una intervención docente concreta.",false
L033,MTV_B22_I04,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I04.json",,pedagogia,por_confirmar,basica,DESCARTAR,"Se reduce a identificar el nombre técnico de un recurso didáctico; mide etiqueta conceptual, no juicio pedagógico observable.",false
L033,MTV_B22_I05,"content/items/stand-by/Aprendizaje significativo Ausubel/MTV_B22_I05.json",,pedagogia,por_confirmar,basica,DESCARTAR,"La situación es plausible, pero la clave es demasiado visible y la pregunta termina premiando una explicación doctrinal general.",false
