lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L022,EIP_B02_I02,"content/items/stand-by/Marco legal del preescolar y organización del nivel/EIP_B02_I02.json",,normatividad,preescolar,basica,DESCARTAR,"Pregunta de recuerdo literal sobre grados del preescolar y obligatoriedad; no exige decisión profesional observable.",false
L022,EIP_B02_I03,"content/items/stand-by/Marco legal del preescolar y organización del nivel/EIP_B02_I03.json",,normatividad,preescolar,basica,DESCARTAR,"Aunque usa contexto, en la práctica pide recordar la tríada normativa del nivel; baja discriminación esperada.",false
L022,EIP_B02_I04,"content/items/stand-by/Marco legal del preescolar y organización del nivel/EIP_B02_I04.json","content/restructuring-v1/docente/normatividad/preescolar/funcional/EIP_B02_I04.json",normatividad,preescolar,funcional,LISTO_PARA_PILOTAJE,"Tiene valor al defender el carácter formativo del nivel frente a una visión asistencial, pero la clave es muy visible y requiere mejor competencia de distractores.",true
L022,EIP_B02_I05,"content/items/stand-by/Marco legal del preescolar y organización del nivel/EIP_B02_I05.json","content/restructuring-v1/docente/normatividad/preescolar/funcional/EIP_B02_I05.json",normatividad,preescolar,funcional,LISTO_PARA_BANCO,"Evalúa una actuación institucional concreta sobre promoción y apoyo en preescolar sin reducirse a memoria de artículo.",false
L022,DIL_B07_I01,"content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I01.json",,competencias_ciudadanas,por_confirmar,basica,DESCARTAR,"Es trivia cívica sobre diferencias entre mecanismos; no aporta valor docente observable.",false
L022,DIL_B07_I02,"content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I02.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/funcional/DIL_B07_I02.json",competencias_ciudadanas,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Tiene mejor aplicación al vincular participación con derechos de la infancia, pero sigue siendo poco anclado al rol docente específico.",true
L022,DIL_B07_I03,"content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I03.json",,competencias_ciudadanas,por_confirmar,basica,DESCARTAR,"Clasificación memorística del artículo 103; sin decisión profesional ni valor analítico para el banco.",false
L022,DIL_B07_I04,"content/items/stand-by/Mecanismos de participación ciudadana: plebiscito, consulta y límites/DIL_B07_I04.json",,competencias_ciudadanas,por_confirmar,basica,DESCARTAR,"Pregunta de principio constitucional con baja conexión con la práctica docente y distractores poco competidores.",false
L022,DIL_B05_I01,"content/items/stand-by/Menor infractor, edad penal y rutas de protección/DIL_B05_I01.json","content/restructuring-v1/docente/normatividad/orientador/funcional/DIL_B05_I01.json",normatividad,orientador,funcional,LISTO_PARA_BANCO,"Caso situado con activación de ruta, diferenciación de inimputabilidad y actuación institucional observable.",true
L022,DIL_B05_I02,"content/items/stand-by/Menor infractor, edad penal y rutas de protección/DIL_B05_I02.json","content/restructuring-v1/docente/normatividad/orientador/funcional/DIL_B05_I02.json",normatividad,orientador,funcional,LISTO_PARA_PILOTAJE,"Es útil para la ruta de protección, pero la clave depende demasiado del umbral de edad y de conocimiento normativo directo.",true
L022,DIL_B05_I03,"content/items/stand-by/Menor infractor, edad penal y rutas de protección/DIL_B05_I03.json","content/restructuring-v1/docente/normatividad/orientador/funcional/DIL_B05_I03.json",normatividad,orientador,funcional,LISTO_PARA_BANCO,"Distingue con claridad dos rutas jurídicas e institucionales según edad en un caso escolar de alta relevancia.",true
