lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L058,IDD_B16_I01,"content/items/stand-by/Autonomía escolar, religión, colegios privados y equidad/IDD_B16_I01.json",content/restructuring-v1/docente/normatividad/por_confirmar/funcional/IDD_B16_I01.json,normatividad,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Tensión auténtica entre autonomía escolar y libertad de conciencia; se conserva en pilotaje por requerir validación adicional antes de banco.",false
L058,CEOL_B10_I01,"content/items/stand-by/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I01.json",,normatividad,rector_director_rural,basica,DESCARTAR,"Memoria normativa casi textual sobre enfoques de convivencia; el contexto no cambia la tarea real ni genera decisión observable.",false
L058,CEOL_B10_I02,"content/items/stand-by/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I02.json",content/restructuring-v1/docente/normatividad/rector_director_rural/funcional/CEOL_B10_I02.json,normatividad,rector_director_rural,funcional,LISTO_PARA_PILOTAJE,"Buen juicio institucional sobre límites de la autonomía escolar y debido proceso, con necesidad de pilotaje antes de banco.",false
L058,CEOL_B10_I03,"content/items/stand-by/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I03.json",content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/CEOL_B10_I03.json,pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"La tarea real es práctica docente y clima de aula más que doctrina normativa; conserva revisión humana sobre clasificación final.",true
L058,CEOL_B10_I04,"content/items/stand-by/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I04.json",content/restructuring-v1/docente/normatividad/rector_director_rural/funcional/CEOL_B10_I04.json,normatividad,rector_director_rural,funcional,LISTO_PARA_PILOTAJE,"Caso funcional defendible sobre continuidad del servicio y límites laborales, todavía más apto para pilotaje que para banco activo.",false
L058,CEOL_B10_I05,"content/items/stand-by/Autonomía institucional, enfoques de convivencia y organización del servicio educativo/CEOL_B10_I05.json",,normatividad,rector_director_rural,basica,DESCARTAR,"Depende de recordar cifras horarias exactas y mezcla cargos en opciones extensas; la dificultad proviene del recuerdo literal y la carga verbal.",false
L058,CEOL_B01_I01,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I01.json",,normatividad,coordinador,basica,DESCARTAR,"Memoria literal de ejes normativos sin activación situada de ruta ni proporcionalidad aplicada.",false
L058,CEOL_B01_I02,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I02.json",,normatividad,coordinador,basica,DESCARTAR,"Contexto decorativo para preguntar origen de la ley sin decisión profesional observable.",false
L058,CEOL_B01_I03,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I03.json",,normatividad,coordinador,basica,DESCARTAR,"Recuerdo de componentes de la ruta sin lectura situada del caso ni actuación institucional proporcional.",false
L058,CEOL_B01_I04,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I04.json",,normatividad,coordinador,basica,DESCARTAR,"Clasificación memorística de niveles del sistema con baja discriminación y poca utilidad de banco.",false
L058,CEOL_B01_I05,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I05.json",content/restructuring-v1/docente/normatividad/coordinador/funcional/CEOL_B01_I05.json,normatividad,coordinador,funcional,LISTO_PARA_PILOTAJE,"Exige activar respuesta proporcional y pedagógica ante una situación Tipo I; se conserva en pilotaje por calibración pendiente de distractores.",true
L058,CEOL_B01_I06,"content/items/stand-by/Sistema Nacional de Convivencia Escolar, Ruta de Atención y tipificación de situaciones/CEOL_B01_I06.json",content/restructuring-v1/docente/normatividad/coordinador/funcional/CEOL_B01_I06.json,normatividad,coordinador,funcional,LISTO_PARA_PILOTAJE,"Exige lectura situada de ruta de atención y protección frente a hostigamiento reiterado; se conserva en pilotaje por ajuste pendiente de competitividad de opciones.",true
