lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L065,IDD_B09_I01,content/items/stand-by/Inteligencia, inteligencias múltiples y didáctica heterogénea/IDD_B09_I01.json,,pedagogia,por_confirmar,basica,DESCARTAR,Se resuelve como pseudoteoría definicional sobre inteligencia en enfoque de competencias y no como decisión educativa observable,false
L065,IDD_B09_I02,content/items/stand-by/Inteligencia, inteligencias múltiples y didáctica heterogénea/IDD_B09_I02.json,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B09_I02.json,pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,Traduce la heterogeneidad del aula en una decisión didáctica observable aunque requiere validación humana de fuerza distractora,true
L065,IDD_B09_I03,content/items/stand-by/Inteligencia, inteligencias múltiples y didáctica heterogénea/IDD_B09_I03.json,,pedagogia,por_confirmar,basica,DESCARTAR,Tipología trivial de inteligencias por asociación directa entre actividad y etiqueta,false
L065,IDD_B09_I04,content/items/stand-by/Inteligencia, inteligencias múltiples y didáctica heterogénea/IDD_B09_I04.json,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/IDD_B09_I04.json,pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,Evalúa una decisión de evaluación diversificada aplicable aunque la clave todavía resalta por lenguaje inclusivo visible,true
L065,MTV_B08_I06,content/items/stand-by/Habilidades blandas y duras/MTV_B08_I06.json,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/MTV_B08_I06.json,competencias_ciudadanas,por_confirmar,comportamental,LISTO_PARA_PILOTAJE,Escenario con actuación observable y clave única; se mantiene en pilotaje por ajuste taxonómico y validación de distractores,true
L065,MTV_B08_I07,content/items/stand-by/Habilidades blandas y duras/MTV_B08_I07.json,content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/MTV_B08_I07.json,pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,Evalúa juicio pedagógico real frente a evaluación con equidad y se conserva como recuperable,true
L065,MTV_B08_I08,content/items/stand-by/Habilidades blandas y duras/MTV_B08_I08.json,content/restructuring-v1/docente/gestion/por_confirmar/comportamental/MTV_B08_I08.json,gestion,por_confirmar,comportamental,LISTO_PARA_PILOTAJE,Exige concertación profesional observable y evita memoria aunque requiere validación humana de encuadre,true
L065,MTV_B08_I09,content/items/stand-by/Habilidades blandas y duras/MTV_B08_I09.json,content/restructuring-v1/docente/pedagogia/por_confirmar/comportamental/MTV_B08_I09.json,pedagogia,por_confirmar,comportamental,LISTO_PARA_PILOTAJE,Conserva valor por manejo de clima de aula y se mantiene en pilotaje por necesidad de endurecer distractores,true
L065,MTV_B08_I13,content/items/stand-by/Habilidades blandas y duras/MTV_B08_I13.json,content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/MTV_B08_I13.json,competencias_ciudadanas,por_confirmar,comportamental,LISTO_PARA_PILOTAJE,Situación de convivencia con ruta restaurativa defendible que requiere contraste humano de alcance y perfil,true
L065,CB05_I01,content/items/stand-by/Comunicación asertiva/CB05_I01.json,,competencias_ciudadanas,por_confirmar,comportamental,DESCARTAR,Respuesta correcta visible por superioridad moral y distractores poco competidos,false
L065,CB05_I02,content/items/stand-by/Comunicación asertiva/CB05_I02.json,,competencias_ciudadanas,por_confirmar,comportamental,DESCARTAR,Escenario útil pero resuelto por opción socialmente deseable con distractores caricaturescos,false
L065,CB05_I03,content/items/stand-by/Comunicación asertiva/CB05_I03.json,,competencias_ciudadanas,por_confirmar,comportamental,DESCARTAR,La clave se impone por adhesión restaurativa obvia y las opciones incorrectas quedan demasiado punitivas,false
