lote,id_item,ruta_origen,ruta_destino_propuesta,area,perfil,tipo,decision,motivo,requiere_revision_humana
L005,PPDC_B03_I01,"content/items/stand-by/Constructivismo, indagación y aprendizaje experimental/PPDC_B03_I01.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: puede evaluar una decision didactica de indagacion real si se equilibran distractores y se limpia el exceso teorico.",true
L005,PPDC_B03_I02,"content/items/stand-by/Constructivismo, indagación y aprendizaje experimental/PPDC_B03_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/",pedagogia,por_confirmar,basica,DESCARTAR,"Pregunta teoria del tanteo experimental mas que decision didactica; tarea inflada y distractores obvios.",false
L005,MTV_B36_I01,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I01.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/",pedagogia,por_confirmar,basica,DESCARTAR,"El contexto no cambia la respuesta: solo pide identificar una definicion de contextualizacion.",false
L005,MTV_B36_I02,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I02.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: el contexto estadistico si puede sostener una decision curricular funcional.",true
L005,MTV_B36_I03,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I03.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/",pedagogia,por_confirmar,basica,DESCARTAR,"Pseudoanalisis por etiquetado de enfoque; clave dependiente de reconocimiento definicional.",false
L005,MTV_B36_I04,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I04.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/",pedagogia,por_confirmar,basica,DESCARTAR,"La tarea real es recordar el principio correcto sobre diversidad linguistica; distractores demasiado extremos.",false
L005,MTV_B36_I05,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I05.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/",pedagogia,por_confirmar,basica,DESCARTAR,"Contexto decorativo y clave por nombre de relacion curricular; bajo poder discriminativo.",false
L005,MTV_B36_I06,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I06.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,DESCARTAR,"Aunque mas aplicado, sigue resolviendose por definicion unica de pertinencia contextual y distractores previsibles.",false
L005,MTV_B36_I07,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I07.json","content/restructuring-v1/docente/pedagogia/por_confirmar/funcional/",pedagogia,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: permite evaluar juicio autentico sobre validez, fairness y sesgo de atribucion.",true
L005,MTV_B36_I08,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I08.json","content/restructuring-v1/docente/gestion/por_confirmar/basica/",gestion,por_confirmar,basica,DESCARTAR,"La situacion apunta a gestion comunitaria, pero el item solo exige reconocer la etiqueta administrativa correcta.",false
L005,MTV_B36_I09,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I09.json","content/restructuring-v1/docente/competencias_ciudadanas/por_confirmar/comportamental/",competencias_ciudadanas,por_confirmar,comportamental,DESCARTAR,"Contexto generico y clave moralmente evidente; no discrimina juicio situacional real.",false
L005,MTV_B36_I10,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I10.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/",pedagogia,por_confirmar,basica,DESCARTAR,"Se resuelve con un lugar comun sobre conocer al estudiante; no exige comparacion didactica fina.",false
L005,MTV_B36_I11,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I11.json","content/restructuring-v1/docente/pedagogia/por_confirmar/comportamental/",pedagogia,por_confirmar,comportamental,DESCARTAR,"Analisis inflado: realmente pide nombrar un clima deseable con distractores muy debiles.",false
L005,MTV_B36_I12,"content/items/stand-by/Contexto, currículo y práctica educativa/MTV_B36_I12.json","content/restructuring-v1/docente/pedagogia/por_confirmar/basica/",pedagogia,por_confirmar,basica,DESCARTAR,"No tiene contexto funcional y sintetiza una definicion de practica contextualizada en forma directa.",false
L005,NFL_B05_I01,"content/items/stand-by/Corresponsabilidad educativa, ausentismo y posición de garante/NFL_B05_I01.json","content/restructuring-v1/docente/normatividad/por_confirmar/funcional/",normatividad,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: puede evaluar aplicacion situada del deber de garante frente al ausentismo.",true
L005,NFL_B05_I02,"content/items/stand-by/Corresponsabilidad educativa, ausentismo y posición de garante/NFL_B05_I02.json","content/restructuring-v1/docente/normatividad/por_confirmar/basica/",normatividad,por_confirmar,basica,DESCARTAR,"Depende de memoria literal del articulo sobre comunidad educativa; no evalua aplicacion situada.",false
L005,NFL_B05_I03,"content/items/stand-by/Corresponsabilidad educativa, ausentismo y posición de garante/NFL_B05_I03.json","content/restructuring-v1/docente/normatividad/por_confirmar/funcional/",normatividad,por_confirmar,funcional,LISTO_PARA_PILOTAJE,"Recuperable con remediacion: la situacion admite decision institucional temprana y apoyos, no solo recuerdo normativo.",true
